FILE: evap-pan.xls Updated: 7/24/2012 by John P. Anderson
File header updated by Ken Ramsey on 02/11/2013.

Data entered & verified in KeyesPunch dataentry software beginning with date 5/8/12. 
Data appended to this file from KeyesPunch data output file

Variable description:
interval_days = number of days between readings (date_read minus begin_period)
date_start = beginning date on which evaporation calculation is based
date_read = date of measurement
time = military time of measurement
curT = current water temperature (F)
minT = minimum water temperature since last reading (F)
maxT = maximum water temperature since last reading (F)
i_water = initial water level (inches)
f_water = final water level after evaporation (inches)
rain = rainfall since last measurement (inches)
init = initials of field reader
evap = evaporation since last good measurement (begin_period to date_read) (inches)
qflag = quality flag (C=good data. Comment present; G=good data; E=esimated water level; H=water level too high to measure; I=ice in pan; L=water level too low to measure; Q=questionable water level; R=missing rain data; T=missing min or max temperature; W=missing water level
comment = comment

interval_days,date_start,date_read,time,curT,minT,maxT,i_water,f_water,rain,init,evap,qflag,comment
3,06/14/2002,06/17/2002,1000,61,58,91,4.604,2.974,0.06,JK,1.690,G,
8,06/17/2002,06/25/2002,1100,.,.,.,4.337,1.986,0.00,AC,2.351,T,Thermometer broken
28,06/25/2002,07/23/2002,.,.,.,.,.,.,.,.,.,M,New pan [installed]
3,07/23/2002,07/26/2002,1200,83,75,94,4.078,3.176,0.18,JK,1.082,G,
7,07/26/2002,08/02/2002,1130,74,64,97,4.166,1.732,0.03,AC,2.464,G,
7,08/02/2002,08/09/2002,1200,86,62,92,4.304,3.262,0.88,JK,1.922,G,
3,08/09/2002,08/12/2002,1053,79,63,97,4.077,3.749,0.84,DP,1.168,G,
4,08/12/2002,08/16/2002,1020,70,64,97,4.519,2.854,0.00,AC,1.665,G,
4,08/16/2002,08/20/2002,1510,87,63,97,4.456,3.063,0.01,DP,1.403,G,
3,08/20/2002,08/23/2002,1030,70,61,93,4.153,2.972,0.00,AC,1.181,G,
4,08/23/2002,08/27/2002,1230,82,58,95,4.154,2.252,0.00,JK,1.902,G,
2,08/27/2002,08/29/2002,1310,85,61,93,4.228,3.355,0.04,AC,0.913,G,
6,08/29/2002,09/04/2002,1200,76,62,94,4.293,2.753,0.42,AC,1.960,G,
5,09/04/2002,09/09/2002,1245,83,63,93,4.074,3.396,0.20,JK,0.878,G,
3,09/09/2002,09/12/2002,1340,85,60,90,4.180,3.630,0.11,AC,0.660,G,
6,09/12/2002,09/18/2002,1509,82,54,88,4.501,2.349,0.00,DP,2.152,G,
6,09/18/2002,09/24/2002,1003,60,53,93,4.490,2.744,0.19,DP,1.936,C,"9/20/02 DSRG: 0.19, included in 9/24/02 DSRG entry"
2,09/24/2002,09/26/2002,1404,81,53,86,4.065,3.290,0.00,DP,0.775,G,
8,09/26/2002,10/04/2002,1100,51,39,85,3.692,1.450,0.00,AC,2.242,C,"Mercury problems in the thermometer, brought to lab"
7,10/04/2002,10/11/2002,1320,79,49,83,4.000,2.000,0.01,AC,2.010,C,Thermometer replaced in pan on 10/8/02
7,10/11/2002,10/18/2002,1410,61,45,81,3.645,3.790,0.54,AC,0.395,G,
6,10/18/2002,10/24/2002,1410,70,43,71,4.592,4.074,0.13,AC,0.648,C,No water added.
4,10/24/2002,10/28/2002,1210,54,43,71,4.074,3.672,0.17,AC,0.572,G,
4,10/28/2002,11/01/2002,1230,54,41,68,4.458,3.726,0.00,AC,0.732,G,
7,11/01/2002,11/08/2002,1221,61,38,72,4.252,3.466,0.04,DP,0.826,G,
7,11/08/2002,11/15/2002,1220,50,36,60,4.336,2.937,0.00,AC,1.399,G,
7,11/15/2002,11/22/2002,1420,61,35,61,4.042,2.751,0.00,DP,1.291,G,
4,11/22/2002,11/26/2002,1230,40,38,61,4.141,3.538,0.13,AC,0.733,C,Evap pan cleaned and leveled
10,11/26/2002,12/06/2002,1200,41,33,60,3.798,4.052,0.87,JK,0.616,C,No water added.
7,12/06/2002,12/13/2002,1515,52,35,52,4.052,3.651,0.00,JK,0.401,G,
7,12/13/2002,12/20/2002,1500,.,.,.,.,.,0.06,AC,.,I,Ice in pan; no measurements.
3,12/20/2002,12/23/2002,1000,.,.,.,.,.,0.36,AC,.,I,Ice in pan; no measurements.
1,12/23/2002,12/24/2002,1100,.,.,.,.,.,.,AC,.,I,Evap pan and DSRG full of snow
20,12/13/2002,01/02/2003,1430,49,31,55,4.227,3.510,0.48,AC,1.617,C,0.48 in DSRG is from snowfall on 12/24/02.  The 0.48 DSRG does not include the 0.36 DSRG measurement from 12/23/02.
8,01/02/2003,01/10/2003,1219,47,34,60,4.754,4.071,0.00,DP,0.683,G,
7,01/10/2003,01/17/2003,1245,45,34,60,4.440,3.596,0.00,AC,0.844,G,
7,01/17/2003,01/24/2003,1220,52,34,61,4.324,3.606,0.00,JK,0.718,G,
7,01/24/2003,01/31/2003,1140,52,37,63,3.800,3.008,0.00,AC,0.792,G,
13,01/31/2003,02/13/2003,1512,61,33,66,3.938,2.313,0.33,DP,1.955,G,
7,02/13/2003,02/20/2003,1030,52,39,65,3.217,3.161,0.53,JB,0.586,C,Cleaned evap pan
8,02/20/2003,02/28/2003,1515,53,36,62,3.352,3.028,0.91,JB,1.234,G,
6,02/28/2003,03/06/2003,1130,50,36,63,4.172,3.151,0.06,AC,1.081,G,
8,03/06/2003,03/14/2003,1320,73,38,78,3.964,2.088,0.00,ALL,1.876,G,
7,03/14/2003,03/21/2003,1215,53,34,74,4.184,2.555,0.04,DP,1.669,G,
7,03/21/2003,03/28/2003,1441,46,36,78,3.490,2.052,0.00,JB,1.438,G,
7,03/28/2003,04/04/2003,1500,72,41,74,4.025,1.921,0.00,DP,2.104,G,
7,04/04/2003,04/11/2003,1037,56,43,76,4.392,2.505,0.00,DP,1.887,G,
6,04/11/2003,04/17/2003,1137,64,38,81,4.394,2.148,0.03,DP,2.276,G,
7,04/17/2003,04/24/2003,1317,73,39,81,4.376,1.527,0.00,DP,2.849,G,
8,04/24/2003,05/02/2003,1120,67,43,82,4.325,0.822,0.00,AC,3.503,E,Estimated because level was below 1
4,05/02/2003,05/06/2003,1000,58,47,80,4.178,1.994,0.00,AC,2.184,C,Starting biweekly readings
3,05/06/2003,05/09/2003,1540,70,49,80,3.991,2.223,0.00,DP,1.768,G,
4,05/09/2003,05/13/2003,1345,87,41,90,4.148,2.226,0.00,DP,1.922,G,
3,05/13/2003,05/16/2003,1435,88,50,88,4.023,2.222,0.00,DP,1.801,G,
4,05/16/2003,05/20/2003,1250,72,56,90,4.172,2.076,0.00,AC,2.096,G,
2,05/20/2003,05/22/2003,1255,85,51,89,4.074,3.414,0.00,AC,0.660,G,
5,05/22/2003,05/27/2003,1030,70,59,93,4.382,2.179,0.00,AC,2.203,C,Evap pan cleaned at 11:30.  Water was green and foamy.
2,05/27/2003,05/29/2003,1400,86,58,90,4.140,3.226,0.00,AC,0.914,G,
4,05/29/2003,06/02/2003,1020,73,59,92,4.350,2.476,0.00,AC,1.874,G,
4,06/02/2003,06/06/2003,1525,91,56,94,4.282,2.042,0.00,DP,2.240,G,
4,06/06/2003,06/10/2003,620,57,56,93,4.072,2.702,0.13,AC,1.500,G,
2,06/10/2003,06/12/2003,800,54,51,87,4.478,3.174,0.00,AC,1.304,G,
4,06/12/2003,06/16/2003,1226,85,64,95,4.452,2.301,0.00,JB,2.151,G,
4,06/16/2003,06/20/2003,1122,79,60,94,4.418,3.300,0.34,AC,1.458,G,
4,06/20/2003,06/24/2003,1030,72,57,93,4.314,1.820,0.00,AC,2.494,C,Cleaned evap pan
3,06/24/2003,06/27/2003,1430,88,56,92,4.458,2.722,0.00,AC,1.736,G,
4,06/27/2003,07/01/2003,1124,80,62,95,4.251,2.796,0.00,JB,1.455,G,
2,07/01/2003,07/03/2003,1030,83,64,96,4.472,3.484,0.00,AC,0.988,G,
5,07/03/2003,07/08/2003,1130,86,74,98,4.329,1.653,0.00,AC,2.676,G,
3,07/08/2003,07/11/2003,1124,99,66,99,4.140,2.608,0.00,JK,1.532,G,
5,07/11/2003,07/16/2003,620,62,62,99,4.470,1.782,0.00,JB,2.688,G,
2,07/16/2003,07/18/2003,1427,82,57,94,4.470,3.472,0.06,JB,1.058,C,Cleaned evap pan
4,07/18/2003,07/22/2003,1335,92,67,95,4.479,2.691,0.00,JB,1.788,G,
3,07/22/2003,07/25/2003,1145,85,84,94,4.172,2.850,0.00,JK,1.322,G,
7,07/25/2003,08/01/2003,1102,78,68,93,4.792,2.961,0.02,JB,1.851,G,
4,08/01/2003,08/05/2003,.,.,.,.,3.856,.,0.00,AC,.,M,
3,08/05/2003,08/08/2003,1215,85,63,95,.,2.668,0.00,AC,.,M,
4,08/08/2003,08/12/2003,1600,84,48,99,4.258,2.279,0.03,AC,2.009,G,
3,08/12/2003,08/15/2003,1354,70,58,91,3.917,3.638,0.85,AC,1.129,G,
4,08/15/2003,08/19/2003,1230,87,62,96,3.638,2.640,0.14,AC,1.138,G,
1,08/19/2003,08/20/2003,1130,81,66,95,4.502,4.128,0.00,AC,0.374,C,Cleaned evap pan
2,08/20/2003,08/22/2003,1205,82,64,93,4.588,3.664,0.00,JB,0.924,G,
3,08/22/2003,08/25/2003,1345,86,65,90,4.675,3.412,0.01,AC,1.273,G,
4,08/25/2003,08/29/2003,1120,69,65,94,4.569,3.402,0.06,AC,1.227,G,
4,08/29/2003,09/02/2003,1030,68,61,91,4.476,3.396,0.12,AC,1.200,G,
3,09/02/2003,09/05/2003,1615,61,85,90,4.540,3.357,0.00,AC,1.183,G,
3,09/05/2003,09/08/2003,1210,77,58,87,4.354,3.694,0.07,DP,0.730,G,
4,09/08/2003,09/12/2003,1318,82,53,89,4.732,3.167,0.00,DP,1.565,G,
5,09/12/2003,09/17/2003,.,73,55,90,4.718,2.839,0.00,DP,1.879,G,
6,09/17/2003,09/23/2003,1445,85,54,88,4.743,2.535,0.00,JB,2.208,G,
3,09/23/2003,09/26/2003,1010,65,59,87,4.516,3.778,0.00,DP,0.738,G,
6,09/26/2003,10/02/2003,1200,73,57,89,4.644,2.633,0.00,AC,2.011,G,
2,10/02/2003,10/04/2003,1240,70,58,82,4.296,3.945,0.09,JB,0.441,G,
5,10/04/2003,10/09/2003,950,62,56,84,4.480,3.575,0.01,DP,0.915,G,
8,10/09/2003,10/17/2003,1045,58,49,84,4.408,2.682,0.15,AC,1.876,G,
7,10/17/2003,10/24/2003,1540,75,46,80,4.267,2.337,0.00,AC,1.930,G,
7,10/24/2003,10/31/2003,1510,74,38,75,4.110,2.302,0.00,AC,1.808,G,
3,10/31/2003,11/03/2003,1041,63,49,74,4.440,3.516,0.00,DP,0.924,C,Cleaned evap pan
4,11/03/2003,11/07/2003,1130,56,38,67,4.380,3.448,0.00,AC,0.932,G,
7,11/07/2003,11/14/2003,1420,57,41,69,4.420,3.816,0.57,JB,1.174,G,
7,11/14/2003,11/21/2003,1150,59,38,64,4.423,3.496,0.00,JB,0.927,G,
5,11/21/2003,11/26/2003,1215,56,32,62,4.216,3.139,0.00,JB,1.077,G,
9,11/26/2003,12/05/2003,1420,53,32,61,4.299,2.938,0.00,DP,1.361,G,
6,12/05/2003,12/11/2003,1415,53,32,60,4.105,3.459,0.02,AC,0.666,G,
8,12/11/2003,12/19/2003,1000,.,.,.,4.564,.,0.00,AC,.,I,Ice in pan; no measurements.
12,12/11/2003,12/23/2003,1050,40,31,55,.,3.293,0.00,JB,1.271,C,Cleaned evap pan
13,12/23/2003,01/05/2004,1415,.,.,.,3.624,2.356,0.01,JB,.,I,Ice in pan; no measurements.
20,12/23/2003,01/12/2004,1140,47,31,77,4.590,3.651,0.00,AC,0.939,G,
3,01/12/2004,01/15/2004,1140,45,39,58,4.434,4.481,0.20,JB,0.153,G,
8,01/15/2004,01/23/2004,.,.,.,.,4.481,.,0.13,JB,.,I,"[Ice, so no measurement?]"
15,01/15/2004,01/30/2004,1220,51,31,56,.,3.163,0.01,DP,1.458,G,
7,01/30/2004,02/06/2004,1030,.,.,.,4.138,.,0.00,AC,.,I,Ice in pan; no measurements.
7,02/06/2004,02/13/2004,1300,.,.,.,.,.,0.00,AC,.,I,Ice in pan; no measurements.
20,01/30/2004,02/19/2004,1330,61,31,67,.,1.591,0.00,AC,2.547,G,
8,02/19/2004,02/27/2004,1000,49,44,66,3.979,2.894,0.01,AC,1.095,G,
7,02/27/2004,03/05/2004,1100,42,35,65,4.325,3.888,0.59,AC,1.027,G,
7,03/05/2004,03/12/2004,1417,55,37,76,4.164,3.993,0.65,LL,0.821,C,Mercury column separated about 1mm in thermometer
3,03/12/2004,03/15/2004,1315,71,43,75,.,.,.,LL,.,C,Mercury column fixed
4,03/15/2004,03/19/2004,1220,78,44,79,4.486,3.122,0.00,DP,1.364,G,
6,03/19/2004,03/25/2004,1340,71,47,84,3.122,1.787,0.09,LL,1.425,G,
8,03/25/2004,04/02/2004,1050,64,40,84,3.949,1.723,0.19,LL,2.416,G,
6,04/02/2004,04/08/2004,919,54,45,80,4.232,4.404,1.30,LL,1.128,C,"Evap pan very full, did not add water"
15,04/08/2004,04/23/2004,1002,53,40,82,4.404,1.006,1.25,LL,4.648,G,
7,04/23/2004,04/30/2004,939,53,44,86,4.473,1.986,0.00,LL,2.487,G,
6,04/30/2004,05/06/2004,1030,68,42,92,4.876,2.745,0.00,LL,2.131,G,
1,05/06/2004,05/07/2004,1130,71,56,85,4.769,4.375,0.00,LL,0.394,C,Cleaned evap pan
7,05/07/2004,05/14/2004,1445,87,43,90,4.863,1.411,0.00,LL,3.452,G,
5,05/14/2004,05/19/2004,1330,87,53,89,4.554,2.378,0.00,DP,2.176,G,
6,05/19/2004,05/25/2004,948,58,49,91,4.058,0.836,0.00,DP,3.222,G,
3,05/25/2004,05/28/2004,1230,76,51,78,4.461,3.328,0.04,AC,1.173,E,Gauge is out of calibration
4,05/28/2004,06/01/2004,1157,79,51,91,4.314,2.240,0.00,LL,2.074,G,
3,06/01/2004,06/04/2004,1401,90,56,95,4.575,4.450,1.99,LL,2.115,C,Gauge is calibrated
3,06/04/2004,06/07/2004,1230,85,59,96,4.255,2.946,0.00,LL,1.309,G,
3,06/07/2004,06/10/2004,1200,66,56,88,4.498,2.878,0.00,LL,1.620,G,
5,06/10/2004,06/15/2004,1255,87,51,95,4.565,1.808,0.00,DP,2.757,G,
3,06/15/2004,06/18/2004,1100,79,57,94,4.016,2.356,0.00,JK,1.660,G,
4,06/18/2004,06/22/2004,1342,86,58,96,4.450,2.349,0.00,DP,2.101,G,
6,06/22/2004,06/28/2004,1300,85,60,94,4.768,3.035,0.49,JK,2.223,G,
4,06/28/2004,07/02/2004,1200,84,52,92,4.345,3.159,0.31,JK,1.496,G,
4,07/02/2004,07/06/2004,1600,94,55,96,4.057,2.132,0.00,JK,1.925,G,
2,07/06/2004,07/08/2004,1641,88,61,95,4.130,2.503,0.00,LL,1.627,G,
5,07/08/2004,07/13/2004,1330,92,66,94,4.327,2.965,0.01,JK,1.372,G,
3,07/13/2004,07/16/2004,1430,96,63,98,4.048,2.886,0.07,JK,1.232,G,
4,07/16/2004,07/20/2004,1200,89,62,96,4.056,2.164,0.00,JK,1.892,G,
3,07/20/2004,07/23/2004,1530,81,66,99,3.995,3.264,0.53,JK,1.261,G,
3,07/23/2004,07/26/2004,1000,67,58,8,4.128,3.633,0.08,LL,0.575,G,
7,07/26/2004,08/02/2004,1300,88,61,96,4.453,3.558,1.44,JK,2.335,C,MS time; 7/28/04 DSRG = 0.83
4,08/02/2004,08/06/2004,1000,79,65,98,4.092,2.914,0.03,LL,1.208,G,
4,08/06/2004,08/10/2004,1400,94,64,98,4.285,2.541,0.00,JK,1.744,C,MS time
3,08/10/2004,08/13/2004,1309,87,62,94,4.068,3.137,0.00,LL,0.931,G,
7,08/13/2004,08/20/2004,1300,80,60,92,4.386,4.978,2.05,JK,1.458,C,No water added.
4,08/20/2004,08/24/2004,.,.,.,.,.,.,.,LL,.,H,"Evap pan very full, no weeklies done"
7,08/20/2004,08/27/2004,1330,84,56,91,4.978,2.593,0.00,JK,2.385,G,
4,08/27/2004,08/31/2004,1330,86,58,92,4.010,2.772,0.00,LL,1.238,G,
3,08/31/2004,09/03/2004,1430,89,59,90,4.470,3.627,0.00,JK,0.843,G,
7,09/03/2004,09/10/2004,1330,80,53,87,4.076,3.191,0.00,JK,0.885,G,
7,09/10/2004,09/17/2004,1050,66,56,91,5.019,2.909,0.15,DP,2.260,G,
6,09/17/2004,09/23/2004,1200,63,47,88,4.928,3.430,0.17,JK,1.668,G,
7,09/23/2004,09/30/2004,1200,73,52,85,4.923,5.043,1.43,LL,1.310,C,No water added.
8,09/30/2004,10/08/2004,1435,77,51,84,5.043,3.440,0.00,DP,1.603,G,
6,10/08/2004,10/14/2004,122,65,45,78,4.258,3.844,1.33,LL,1.744,G,
8,10/14/2004,10/22/2004,1425,67,46,75,3.844,2.150,0.08,LL,1.774,G,
7,10/22/2004,10/29/2004,1005,51,42,73,4.514,4.088,0.53,DP,0.956,C,No water added.
7,10/29/2004,11/05/2004,1030,51,36,68,4.088,3.344,0.17,DP,0.914,G,
18,11/05/2004,11/23/2004,1330,42,39,62,4.187,.,0.61,DP,.,H,Water level too high due to rain.  Not measured.
35,11/05/2004,12/10/2004,1100,47,35,55,.,5.049,2.64,LL,2.388,C,No water added.
6,12/10/2004,12/16/2004,1300,54,34,58,5.049,4.573,0.00,LL,0.476,G,
6,12/16/2004,12/22/2004,1100,41,33,52,4.573,4.242,0.07,JK,0.401,C,No water added.
12,12/22/2004,01/03/2005,1330,53,31,64,4.242,3.902,0.20,LL,0.540,C,No water added.
4,01/03/2005,01/07/2005,1300,46,34,60,3.902,4.290,0.69,JK,0.302,C,No water added.
7,01/07/2005,01/14/2005,1321,47,34,61,4.290,3.435,0.00,LL,0.855,G,
7,01/14/2005,01/21/2005,1200,48,34,57,4.817,4.299,0.00,JK,0.518,C,No water added.
6,01/21/2005,01/27/2005,1500,54,38,79,4.299,4.018,0.23,LL,0.511,C,No water added.
8,01/27/2005,02/04/2005,1530,51,31,59,4.018,3.352,0.00,LL,0.666,G,
7,02/04/2005,02/11/2005,1300,50,38,61,4.052,4.814,1.16,JK,0.398,C,No water added.
7,02/11/2005,02/18/2005,1532,63,41,65,4.814,4.658,0.69,DP,0.846,G,
6,02/18/2005,02/24/2005,1230,55,41,68,4.658,4.682,0.67,LL,0.646,C,No water added.
7,02/24/2005,03/03/2005,1200,59,53,67,4.682,3.915,0.00,JK,0.767,G,
15,03/03/2005,03/18/2005,1130,54,32,73,3.915,3.026,0.00,JK,0.889,G,
6,03/18/2005,03/24/2005,1200,61,38,72,4.054,2.666,0.00,JK,1.388,G,
8,03/24/2005,04/01/2005,1500,75,35,75,4.010,2.000,0.00,JK,2.010,G,
7,04/01/2005,04/08/2005,1400,.,38,82,4.296,2.183,0.00,JA,2.113,G,
7,04/08/2005,04/15/2005,1430,87,37,87,4.091,2.074,0.00,JK,2.017,G,
7,04/15/2005,04/22/2005,1100,62,44,87,4.776,2.283,0.13,JK,2.623,G,
7,04/22/2005,04/29/2005,1605,.,.,.,4.620,2.154,0.00,JA,2.466,T,Thermometer left out of pan last time
7,04/29/2005,05/06/2005,1408,84,42,85,4.451,2.384,0.00,LL,2.067,G,
7,05/06/2005,05/13/2005,1410,87,44,88,4.276,1.372,0.00,LL,2.904,G,
7,05/13/2005,05/20/2005,1100,75,49,93,4.392,1.632,0.04,JK,2.800,G,
6,05/20/2005,05/26/2005,1330,88,58,98,4.232,1.254,0.00,SH,2.978,G,
8,05/26/2005,06/03/2005,1300,82,53,92,4.083,1.970,0.78,SH,2.893,G,
4,06/03/2005,06/07/2005,1300,83,55,91,4.354,2.644,0.00,SH,1.710,G,
3,06/07/2005,06/10/2005,1200,83,54,90,4.230,3.252,0.00,MA,0.978,G,
4,06/10/2005,06/14/2005,1300,88,54,94,4.516,2.052,0.00,SH,2.464,G,
3,06/14/2005,06/17/2005,1230,84,58,97,4.202,2.698,0.00,SH,1.504,G,
4,06/17/2005,06/21/2005,1100,87,64,97,4.390,2.006,0.04,JK,2.424,G,
3,06/21/2005,06/24/2005,1230,87,60,96,4.006,2.604,0.00,SH,1.402,G,
4,06/24/2005,06/28/2005,1240,93,60,97,4.218,2.228,0.00,SH,1.990,G,
3,06/28/2005,07/01/2005,1230,77,60,96,4.669,3.012,0.00,SH,1.657,G,
4,07/01/2005,07/05/2005,1300,94,59,97,4.352,1.984,0.00,JK,2.368,G,
3,07/05/2005,07/08/2005,1045,75,53,98,4.099,2.475,0.00,JK,1.624,G,
4,07/08/2005,07/12/2005,940,74,64,96,4.334,2.420,0.00,SH,1.914,G,
3,07/12/2005,07/15/2005,1100,79,65,98,4.643,3.602,0.25,SH,1.291,G,
4,07/15/2005,07/19/2005,1215,89,66,99,4.644,3.294,0.23,SH,1.580,G,
3,07/19/2005,07/22/2005,1100,80,66,99,4.499,3.370,0.17,JK,1.299,G,
4,07/22/2005,07/26/2005,.,.,.,.,4.237,.,.,.,.,M,Data lost
3,07/26/2005,07/29/2005,1200,79,59,96,.,3.511,0.22,JK,.,M,
4,07/29/2005,08/02/2005,1030,75,63,96,4.298,3.018,0.26,JK,1.540,G,
3,08/02/2005,08/05/2005,1330,86,67,96,4.276,3.148,0.23,SH,1.358,G,
3,08/05/2005,08/08/2005,1200,83,64,91,4.320,3.424,0.16,SH,1.056,G,
3,08/08/2005,08/11/2005,1100,78,66,92,4.113,3.707,0.01,JK,0.416,G,
5,08/11/2005,08/16/2005,1500,89,62,92,4.344,3.908,0.00,MA,0.436,G,
3,08/16/2005,08/19/2005,1000,71,65,92,4.289,3.738,0.09,MA,0.641,G,
4,08/19/2005,08/23/2005,1230,92,63,92,4.288,3.992,0.00,MA,0.296,G,
3,08/23/2005,08/26/2005,.,83,65,95,4.288,3.682,0.18,MA,0.786,G,
4,08/26/2005,08/30/2005,1000,70,59,97,4.320,2.929,0.06,JK,1.451,G,
3,08/30/2005,09/02/2005,1215,77,62,93,4.038,3.401,0.42,SH,1.057,G,
4,09/02/2005,09/06/2005,1300,84,62,91,4.544,3.649,0.02,SH,0.915,G,
3,09/06/2005,09/09/2005,.,.,.,.,.,.,.,.,.,H,Pan too full - not read
7,09/06/2005,09/13/2005,1100,72,59,91,4.240,3.741,1.38,SH,1.879,G,
2,09/13/2005,09/15/2005,1230,72,56,90,4.777,3.912,0.00,SH,0.865,G,
5,09/15/2005,09/20/2005,930,65,58,87,4.434,3.267,0.17,SH,1.337,G,
3,09/20/2005,09/23/2005,1300,84,60,92,4.156,3.442,0.00,SH,0.714,G,
4,09/23/2005,09/27/2005,1530,89,57,89,4.297,3.945,0.00,SH,0.352,G,
3,09/27/2005,09/30/2005,1400,83,56,89,4.406,3.560,0.00,SH,0.846,G,
7,09/30/2005,10/07/2005,1600,75,49,87,4.359,3.618,0.52,SH,1.261,G,
6,10/07/2005,10/13/2005,1215,58,44,81,4.265,3.514,0.27,SH,1.021,G,
11,10/13/2005,10/24/2005,900,45,37,83,4.895,3.429,0.00,SH,1.466,G,
4,10/24/2005,10/28/2005,1500,70,43,88,4.355,3.769,0.00,SH,0.586,G,
7,10/28/2005,11/04/2005,1145,65,38,88,4.212,2.870,0.00,SH,1.342,G,
7,11/04/2005,11/11/2005,1215,70,35,89,4.313,2.779,0.00,SH,1.534,G,
7,11/11/2005,11/18/2005,1300,56,35,70,4.209,2.388,0.00,JK,1.821,G,
5,11/18/2005,11/23/2005,1200,48,35,59,3.697,3.168,0.00,JK,0.529,G,
9,11/23/2005,12/02/2005,1000,46,32,64,4.000,2.576,0.00,JK,1.424,G,
11,12/02/2005,12/13/2005,1300,57,31,62,4.079,2.697,0.00,JK,1.382,G,
8,12/13/2005,12/21/2005,1330,55,31,57,3.570,2.650,0.00,JK,0.920,G,
14,12/21/2005,01/04/2006,1400,58,35,61,4.194,2.056,0.00,JK,2.138,G,
9,01/04/2006,01/13/2006,.,56,31,62,4.103,2.738,0.00,MA,1.365,G,
7,01/13/2006,01/20/2006,1500,50,32,58,4.054,2.811,0.00,JK,1.243,G,
7,01/20/2006,01/27/2006,1430,58,32,61,3.806,2.894,0.02,JK,0.932,G,
7,01/27/2006,02/03/2006,1400,62,34,64,4.027,2.620,0.00,JGK,1.407,G,
7,02/03/2006,02/10/2006,1230,56,32,62,4.001,2.602,0.00,JGK,1.399,G,
7,02/10/2006,02/17/2006,1130,52,32,65,4.109,2.488,0.00,MA,1.621,G,
7,02/17/2006,02/24/2006,1430,68,38,74,4.112,2.544,0.04,MA,1.608,G,
7,02/24/2006,03/03/2006,1400,72,39,74,4.264,2.659,0.00,MA,1.605,G,
7,03/03/2006,03/10/2006,1100,60,75,35,4.273,2.204,0.00,MA,2.069,G,
7,03/10/2006,03/17/2006,1400,62,35,73,4.302,2.060,0.00,JGK,2.242,G,
7,03/17/2006,03/24/2006,1300,68,34,70,4.802,2.886,0.00,JGK,1.916,G,
8,03/24/2006,04/01/2006,1330,72,34,80,4.228,1.666,0.00,MA,2.562,G,
5,04/01/2006,04/06/2006,1200,62,41,81,4.220,2.495,0.10,MA,1.825,G,
7,04/06/2006,04/13/2006,1300,78,86,39,4.234,1.906,0.11,MA,2.438,G,
5,04/13/2006,04/18/2006,1430,81,46,83,4.168,1.791,0.00,MA,2.377,G,
2,04/18/2006,04/20/2006,1245,66,41,82,4.210,3.316,0.00,MA,0.894,G,
5,04/20/2006,04/25/2006,1200,71,40,83,4.702,2.504,0.00,MA,2.198,G,
2,04/25/2006,04/27/2006,1300,75,47,82,4.234,3.348,0.00,MA,0.886,G,
5,04/27/2006,05/02/2006,1500,86,42,88,4.402,2.303,0.00,JGK,2.099,G,
3,05/02/2006,05/05/2006,1400,73,51,84,4.030,2.736,0.00,MA,1.294,G,
4,05/05/2006,05/09/2006,1100,68,48,87,4.211,2.315,0.00,MA,1.896,G,
3,05/09/2006,05/12/2006,1400,81,51,87,4.270,2.774,0.00,MA,1.496,G,
4,05/12/2006,05/16/2006,1400,86,54,89,4.268,2.530,0.20,MA,1.938,G,
3,05/16/2006,05/19/2006,1000,73,45,91,3.980,2.934,0.00,MA,1.046,G,
4,05/19/2006,05/23/2006,1430,88,52,92,4.125,1.951,0.00,MA,2.174,G,
3,05/23/2006,05/26/2006,1130,76,54,92,3.984,2.510,0.00,JGK,1.474,G,
5,05/26/2006,05/31/2006,1500,92,50,92,4.490,1.588,0.00,MA,2.902,G,
2,05/31/2006,06/02/2006,945,74,58,91,4.107,3.152,0.00,MA,0.955,G,
5,06/02/2006,06/07/2006,1100,79,60,94,4.105,1.444,0.03,MA,2.691,G,
3,06/07/2006,06/10/2006,700,61,61,93,4.031,2.842,0.09,JGK,1.279,G,
3,06/10/2006,06/13/2006,1315,85,55,93,3.983,2.262,0.00,MA,1.721,G,
3,06/13/2006,06/16/2006,1230,82,91,57,4.092,1.987,0.00,MA,2.105,G,
4,06/16/2006,06/20/2006,930,75,55,96,4.084,1.660,0.00,JGK,2.424,G,
3,06/20/2006,06/23/2006,1100,82,56,96,4.154,2.339,0.00,JGK,1.815,G,
5,06/23/2006,06/28/2006,1100,78,58,93,4.118,1.973,0.06,MA,2.205,G,
2,06/28/2006,06/30/2006,900,73,59,91,4.058,3.326,0.00,JGK,0.732,G,
5,06/30/2006,07/05/2006,1400,74,47,96,5.016,2.887,0.12,MA,2.249,G,
2,07/05/2006,07/07/2006,1100,76,66,91,4.046,3.567,0.04,MA,0.519,G,
4,07/07/2006,07/11/2006,1400,94,64,96,4.136,2.762,0.02,MA,1.394,G,
3,07/11/2006,07/14/2006,1100,80,64,98,4.010,2.540,0.02,MA,1.490,G,
4,07/14/2006,07/18/2006,1400,93,62,93,4.006,2.166,0.00,MA,1.840,G,
5,07/18/2006,07/23/2006,1245,94,62,90,4.076,1.508,0.00,MA,2.568,G,
